Sipariş_Kodu,Blok_ID,Blok_Tipi,Tedarikçi_Firma,Teslimat_Yeri,Ağırlık_Ton,İstasyon,Uygulayıcı_Ekip,Planlanan_Adam_Saat,Gerçekleşen_Adam_Saat,Planlanan_Maliyet_USD,Gerçekleşen_Maliyet_USD,NDT_Sonucu,Planlanan_Başlangıç,Planlanan_Bitiş,Gerçekleşen_Başlangıç,Gerçekleşen_Bitiş,Gecikme_Süresi_Gün,Gecikme_Nedeni,Durum,Tamamlanma_Yüzdesi
NB-503 (Kuru Yük),BLK-200,Çift Dip (Double Bottom),Erdemir,Kuru Havuz A,46,Kaynak,Taşeron - Alfa,132,324,25806,39858,Kaldı - Yeniden İşlem,2025-12-02,2025-12-13,2025-12-02,2025-12-25,12,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-200,Çift Dip (Double Bottom),Erdemir,Kuru Havuz A,46,Boyama,Taşeron - Alfa,143,143,47840,47840,Muaf,2025-12-26,2026-01-08,2025-12-26,2026-01-08,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-200,Çift Dip (Double Bottom),Erdemir,Kuru Havuz A,46,Donatım,Taşeron - Omega,99,99,35420,35420,Muaf,2026-01-10,2026-01-21,2026-01-10,2026-01-21,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-201,Tank,Erdemir,Kızak 2,57,Kesim,Dahili Ekip,57,200,11799,24790,Geçti,2025-11-04,2025-11-07,2025-11-04,2025-11-18,11,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-201,Tank,Erdemir,Kızak 2,57,Ön Montaj,Taşeron - Beta,240,240,54720,54720,Geçti,2025-11-19,2025-12-04,2025-11-19,2025-12-04,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-201,Tank,Erdemir,Kızak 2,57,Montaj,Dahili Ekip,255,343,60078,70214,Geçti,2025-12-05,2025-12-22,2025-12-05,2025-12-30,8,İşgücü Yetersizliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-201,Tank,Erdemir,Kızak 2,57,Kaynak,Dahili Ekip,133,277,31122,36360,Kaldı - Yeniden İşlem,2025-12-31,2026-01-07,2025-12-31,2026-01-16,9,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-201,Tank,Erdemir,Kızak 2,57,Boyama,Taşeron - Alfa,180,219,34770,38349,Muaf,2026-01-18,2026-01-28,2026-01-18,2026-01-31,3,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-201,Tank,Erdemir,Kızak 2,57,Donatım,Taşeron - Omega,264,264,54036,54036,Muaf,2026-02-02,2026-02-14,2026-02-02,2026-02-14,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-202,Tank,ThyssenKrupp,Kızak 2,69,Kesim,Taşeron - Alfa,140,218,28014,31020,Geçti,2025-11-27,2025-12-04,2025-11-27,2025-12-10,6,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-202,Tank,ThyssenKrupp,Kızak 2,69,Ön Montaj,Taşeron - Omega,180,180,75555,75555,Geçti,2025-12-11,2025-12-26,2025-12-11,2025-12-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-202,Tank,ThyssenKrupp,Kızak 2,69,Montaj,Taşeron - Beta,220,220,47817,47817,Geçti,2025-12-28,2026-01-08,2025-12-28,2026-01-08,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-202,Tank,ThyssenKrupp,Kızak 2,69,Kaynak,Taşeron - Beta,180,230,38502,43022,Kaldı - Yeniden İşlem,2026-01-10,2026-01-19,2026-01-10,2026-01-24,5,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-202,Tank,ThyssenKrupp,Kızak 2,69,Boyama,Dahili Ekip,220,260,46920,50376,Muaf,2026-01-25,2026-02-04,2026-01-25,2026-02-08,4,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-202,Tank,ThyssenKrupp,Kızak 2,69,Donatım,Taşeron - Beta,210,210,44160,44160,Muaf,2026-02-10,2026-02-20,2026-02-10,2026-02-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-203,Tank,SSAB,Kuru Havuz B,131,Kesim,Dahili Ekip,52,52,26200,26200,Muaf,2025-12-07,2025-12-11,2025-12-07,2025-12-11,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-203,Tank,SSAB,Kuru Havuz B,131,Ön Montaj,Taşeron - Omega,180,279,134406,142551,Geçti,2025-12-13,2025-12-31,2025-12-13,2026-01-09,9,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-203,Tank,SSAB,Kuru Havuz B,131,Montaj,Taşeron - Omega,255,309,155235,159843,Geçti,2026-01-10,2026-01-25,2026-01-10,2026-01-31,6,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-203,Tank,SSAB,Kuru Havuz B,131,Kaynak,Dahili Ekip,154,274,93534,101470,Geçti,2026-02-01,2026-02-15,2026-02-01,2026-02-23,8,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-203,Tank,SSAB,Kuru Havuz B,131,Boyama,Taşeron - Omega,323,323,126939,126939,Muaf,2026-02-24,2026-03-13,2026-02-24,2026-03-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-203,Tank,SSAB,Kuru Havuz B,131,Donatım,Dahili Ekip,352,352,155104,155104,Muaf,2026-03-15,2026-03-31,2026-03-15,2026-03-31,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-204,Makine Dairesi,SSAB,Kızak 2,92,Kesim,Taşeron - Beta,78,102,41952,45813,Geçti,2025-11-18,2025-11-24,2025-11-18,2025-11-27,3,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-204,Makine Dairesi,SSAB,Kızak 2,92,Ön Montaj,Taşeron - Beta,140,140,50600,50600,Geçti,2025-11-28,2025-12-08,2025-11-28,2025-12-08,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-204,Makine Dairesi,SSAB,Kızak 2,92,Montaj,Taşeron - Alfa,171,171,87400,87400,Geçti,2025-12-09,2025-12-28,2025-12-09,2025-12-28,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-204,Makine Dairesi,SSAB,Kızak 2,92,Kaynak,Taşeron - Omega,169,169,71760,71760,Geçti,2025-12-29,2026-01-11,2025-12-29,2026-01-11,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-204,Makine Dairesi,SSAB,Kızak 2,92,Boyama,Taşeron - Alfa,230,248,58880,60810,Muaf,2026-01-13,2026-01-23,2026-01-13,2026-01-25,2,Hava Muhalefeti,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-204,Makine Dairesi,SSAB,Kızak 2,92,Donatım,Taşeron - Beta,322,514,81144,96420,Geçti,2026-01-26,2026-02-09,2026-01-26,2026-02-21,12,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-205,Çift Dip (Double Bottom),SSAB,Kızak 1,125,Kesim,Dahili Ekip,108,108,51000,51000,Muaf,2025-11-15,2025-11-21,2025-11-15,2025-11-21,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-205,Çift Dip (Double Bottom),SSAB,Kızak 1,125,Ön Montaj,Taşeron - Beta,121,121,110000,110000,Geçti,2025-11-23,2025-12-04,2025-11-23,2025-12-04,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-205,Çift Dip (Double Bottom),SSAB,Kızak 1,125,Montaj,Taşeron - Omega,150,174,138750,142590,Geçti,2025-12-05,2025-12-20,2025-12-05,2025-12-23,3,Ekipman/Vinç Arızası,Tamamlandı,100
NB-502 (Römorkör),BLK-205,Çift Dip (Double Bottom),SSAB,Kızak 1,125,Kaynak,Taşeron - Omega,126,126,110250,110250,Geçti,2025-12-24,2026-01-07,2025-12-24,2026-01-07,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-205,Çift Dip (Double Bottom),SSAB,Kızak 1,125,Boyama,Taşeron - Beta,255,255,110625,110625,Muaf,2026-01-08,2026-01-23,2026-01-08,2026-01-23,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-205,Çift Dip (Double Bottom),SSAB,Kızak 1,125,Donatım,Taşeron - Omega,112,175,131250,140105,Geçti,2026-01-24,2026-02-07,2026-01-24,2026-02-14,7,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-206,Üst Bina,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,66,Kesim,Taşeron - Alfa,80,80,22440,22440,Muaf,2025-12-15,2025-12-20,2025-12-15,2025-12-20,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-206,Üst Bina,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,66,Ön Montaj,Dahili Ekip,169,169,57486,57486,Geçti,2025-12-21,2026-01-03,2025-12-21,2026-01-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-206,Üst Bina,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,66,Montaj,Dahili Ekip,253,286,58080,61737,Geçti,2026-01-04,2026-01-15,2026-01-04,2026-01-18,3,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-206,Üst Bina,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,66,Kaynak,Dahili Ekip,90,90,46200,46200,Geçti,2026-01-20,2026-01-30,2026-01-20,2026-01-30,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-206,Üst Bina,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,66,Boyama,Dahili Ekip,120,120,57816,57816,Muaf,2026-01-31,2026-02-12,2026-01-31,2026-02-12,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-206,Üst Bina,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,66,Donatım,Taşeron - Alfa,247,331,60060,66010,Geçti,2026-02-13,2026-02-26,2026-02-13,2026-03-05,7,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-207,Tank,Kardemir,Kuru Havuz A,56,Kesim,Taşeron - Beta,138,138,20832,20832,Muaf,2025-12-12,2025-12-18,2025-12-12,2025-12-18,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-207,Tank,Kardemir,Kuru Havuz A,56,Ön Montaj,Taşeron - Alfa,220,220,43120,43120,Geçti,2025-12-19,2025-12-30,2025-12-19,2025-12-30,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-207,Tank,Kardemir,Kuru Havuz A,56,Montaj,Taşeron - Omega,253,323,41888,49343,Geçti,2025-12-31,2026-01-11,2025-12-31,2026-01-18,7,Malzeme Eksikliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-207,Tank,Kardemir,Kuru Havuz A,56,Kaynak,Dahili Ekip,130,130,30240,30240,Geçti,2026-01-19,2026-01-29,2026-01-19,2026-01-29,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-207,Tank,Kardemir,Kuru Havuz A,56,Boyama,Taşeron - Alfa,209,209,68096,68096,Muaf,2026-01-30,2026-02-18,2026-01-30,2026-02-18,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-207,Tank,Kardemir,Kuru Havuz A,56,Donatım,Taşeron - Omega,360,392,59640,62476,Geçti,2026-02-19,2026-03-06,2026-02-19,2026-03-08,2,Malzeme Eksikliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-208,Üst Bina,ThyssenKrupp,Açık Saha Donatım,36,Kesim,Dahili Ekip,154,154,13104,13104,Muaf,2025-12-25,2026-01-01,2025-12-25,2026-01-01,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-208,Üst Bina,ThyssenKrupp,Açık Saha Donatım,36,Ön Montaj,Dahili Ekip,130,130,23868,23868,Geçti,2026-01-02,2026-01-15,2026-01-02,2026-01-15,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-208,Üst Bina,ThyssenKrupp,Açık Saha Donatım,36,Montaj,Taşeron - Beta,180,180,44640,44640,Geçti,2026-01-16,2026-02-05,2026-01-16,2026-02-05,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-208,Üst Bina,ThyssenKrupp,Açık Saha Donatım,36,Kaynak,Dahili Ekip,154,282,31284,40508,Kaldı - Yeniden İşlem,2026-02-07,2026-02-18,2026-02-07,2026-02-26,8,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-208,Üst Bina,ThyssenKrupp,Açık Saha Donatım,36,Boyama,Taşeron - Omega,196,196,29232,29232,Muaf,2026-02-28,2026-03-14,2026-02-28,2026-03-14,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-208,Üst Bina,ThyssenKrupp,Açık Saha Donatım,36,Donatım,Taşeron - Beta,408,408,47736,47736,Muaf,2026-03-15,2026-04-01,2026-03-15,2026-04-01,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-209,Çift Dip (Double Bottom),SSAB,Açık Saha Donatım,100,Kesim,Taşeron - Omega,133,287,48300,61148,Geçti,2025-11-02,2025-11-09,2025-11-02,2025-11-20,11,İşgücü Yetersizliği,Tamamlandı,100
NB-502 (Römorkör),BLK-209,Çift Dip (Double Bottom),SSAB,Açık Saha Donatım,100,Ön Montaj,Taşeron - Beta,168,168,78400,78400,Geçti,2025-11-22,2025-12-06,2025-11-22,2025-12-06,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-209,Çift Dip (Double Bottom),SSAB,Açık Saha Donatım,100,Montaj,Taşeron - Beta,170,170,122400,122400,Geçti,2025-12-07,2025-12-24,2025-12-07,2025-12-24,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-209,Çift Dip (Double Bottom),SSAB,Açık Saha Donatım,100,Kaynak,Taşeron - Alfa,240,317,66000,74526,Kaldı - Yeniden İşlem,2025-12-26,2026-01-07,2025-12-26,2026-01-14,7,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-209,Çift Dip (Double Bottom),SSAB,Açık Saha Donatım,100,Boyama,Taşeron - Omega,224,288,80000,82208,Muaf,2026-01-16,2026-02-01,2026-01-16,2026-02-05,4,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-209,Çift Dip (Double Bottom),SSAB,Açık Saha Donatım,100,Donatım,Taşeron - Beta,180,180,76800,76800,Muaf,2026-02-06,2026-02-18,2026-02-06,2026-02-18,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-210,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,132,Kesim,Taşeron - Beta,114,114,50688,50688,Muaf,2025-10-09,2025-10-15,2025-10-09,2025-10-15,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-210,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,132,Ön Montaj,Dahili Ekip,352,352,130944,130944,Geçti,2025-10-16,2025-11-01,2025-10-16,2025-11-01,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-210,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,132,Montaj,Taşeron - Beta,200,200,161040,161040,Geçti,2025-11-02,2025-11-22,2025-11-02,2025-11-22,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-210,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,132,Kaynak,Taşeron - Alfa,264,374,75504,85085,Kaldı - Yeniden İşlem,2025-11-23,2025-12-04,2025-11-23,2025-12-15,11,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-210,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,132,Boyama,Dahili Ekip,342,342,152064,152064,Muaf,2025-12-16,2026-01-03,2025-12-16,2026-01-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-210,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,132,Donatım,Dahili Ekip,204,332,123552,128536,Geçti,2026-01-04,2026-01-16,2026-01-04,2026-01-24,8,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-211,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,125,Kesim,Dahili Ekip,60,60,44250,44250,Muaf,2025-11-19,2025-11-25,2025-11-19,2025-11-25,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-211,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,125,Ön Montaj,Taşeron - Alfa,276,321,114000,116790,Geçti,2025-11-26,2025-12-08,2025-11-26,2025-12-13,5,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-211,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,125,Montaj,Taşeron - Alfa,230,230,73750,73750,Geçti,2025-12-15,2025-12-25,2025-12-15,2025-12-25,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-211,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,125,Kaynak,Dahili Ekip,286,286,117000,117000,Geçti,2025-12-27,2026-01-09,2025-12-27,2026-01-09,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-211,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,125,Boyama,Taşeron - Alfa,180,180,94500,94500,Muaf,2026-01-10,2026-01-22,2026-01-10,2026-01-22,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-211,Üst Bina,Yerel Tedarikçi A.Ş.,Kızak 2,125,Donatım,Taşeron - Alfa,352,352,116000,116000,Muaf,2026-01-24,2026-02-09,2026-01-24,2026-02-09,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-212,Tank,Kardemir,Açık Saha Donatım,63,Kesim,Taşeron - Alfa,42,70,11718,13650,Geçti,2025-10-26,2025-10-29,2025-10-26,2025-10-31,2,Hava Muhalefeti,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-212,Tank,Kardemir,Açık Saha Donatım,63,Ön Montaj,Taşeron - Omega,160,160,75600,75600,Geçti,2025-11-01,2025-11-21,2025-11-01,2025-11-21,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-212,Tank,Kardemir,Açık Saha Donatım,63,Montaj,Taşeron - Beta,256,256,60480,60480,Geçti,2025-11-22,2025-12-08,2025-11-22,2025-12-08,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-212,Tank,Kardemir,Açık Saha Donatım,63,Kaynak,Taşeron - Alfa,80,80,47880,47880,Geçti,2025-12-10,2025-12-20,2025-12-10,2025-12-20,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-212,Tank,Kardemir,Açık Saha Donatım,63,Boyama,Taşeron - Alfa,200,200,49140,49140,Muaf,2025-12-21,2025-12-31,2025-12-21,2025-12-31,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-212,Tank,Kardemir,Açık Saha Donatım,63,Donatım,Taşeron - Omega,208,208,60606,60606,Muaf,2026-01-02,2026-01-15,2026-01-02,2026-01-15,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-213,Tank,Erdemir,Açık Saha Donatım,178,Kesim,Taşeron - Alfa,112,200,67284,73132,Geçti,2025-11-23,2025-11-30,2025-11-23,2025-12-08,8,İşgücü Yetersizliği,Tamamlandı,100
NB-502 (Römorkör),BLK-213,Tank,Erdemir,Açık Saha Donatım,178,Ön Montaj,Taşeron - Beta,132,132,113208,113208,Geçti,2025-12-09,2025-12-21,2025-12-09,2025-12-21,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-213,Tank,Erdemir,Açık Saha Donatım,178,Montaj,Taşeron - Omega,209,209,133144,133144,Geçti,2025-12-22,2026-01-02,2025-12-22,2026-01-02,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-213,Tank,Erdemir,Açık Saha Donatım,178,Kaynak,Taşeron - Beta,165,165,123354,123354,Geçti,2026-01-04,2026-01-15,2026-01-04,2026-01-15,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-213,Tank,Erdemir,Açık Saha Donatım,178,Boyama,Taşeron - Beta,192,192,224992,224992,Muaf,2026-01-16,2026-02-01,2026-01-16,2026-02-01,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-213,Tank,Erdemir,Açık Saha Donatım,178,Donatım,Taşeron - Alfa,272,302,193664,196559,Geçti,2026-02-03,2026-02-20,2026-02-03,2026-02-23,3,Malzeme Eksikliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-214,Gövde,Kardemir,Kuru Havuz B,44,Kesim,Taşeron - Omega,60,138,12540,19320,Kaldı - Yeniden İşlem,2025-12-13,2025-12-18,2025-12-13,2025-12-24,6,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-214,Gövde,Kardemir,Kuru Havuz B,44,Ön Montaj,Taşeron - Omega,140,140,36960,36960,Geçti,2025-12-25,2026-01-08,2025-12-25,2026-01-08,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-214,Gövde,Kardemir,Kuru Havuz B,44,Montaj,Taşeron - Omega,300,300,69520,69520,Geçti,2026-01-10,2026-01-30,2026-01-10,2026-01-30,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-214,Gövde,Kardemir,Kuru Havuz B,44,Kaynak,Taşeron - Omega,143,143,36300,36300,Geçti,2026-01-31,2026-02-11,2026-01-31,2026-02-11,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-214,Gövde,Kardemir,Kuru Havuz B,44,Boyama,Taşeron - Beta,280,280,30800,30800,Muaf,2026-02-13,2026-02-27,2026-02-13,2026-02-27,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-214,Gövde,Kardemir,Kuru Havuz B,44,Donatım,Taşeron - Alfa,180,180,62480,62480,Muaf,2026-02-28,2026-03-20,2026-02-28,2026-03-20,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-215,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,98,Kesim,Taşeron - Omega,161,273,34986,46226,Geçti,2025-12-09,2025-12-16,2025-12-09,2025-12-24,8,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-215,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,98,Ön Montaj,Taşeron - Beta,323,323,109956,109956,Geçti,2025-12-25,2026-01-11,2025-12-25,2026-01-11,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-215,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,98,Montaj,Taşeron - Omega,160,199,123872,127199,Geçti,2026-01-12,2026-01-28,2026-01-12,2026-01-31,3,İşgücü Yetersizliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-215,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,98,Kaynak,Dahili Ekip,189,294,61740,67305,Geçti,2026-02-01,2026-02-10,2026-02-01,2026-02-17,7,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-215,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,98,Boyama,Dahili Ekip,225,225,85260,85260,Muaf,2026-02-18,2026-03-05,2026-02-18,2026-03-05,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-215,Üst Bina,Yerel Tedarikçi A.Ş.,Kuru Havuz B,98,Donatım,Taşeron - Beta,162,162,100548,100548,Muaf,2026-03-06,2026-03-24,2026-03-06,2026-03-24,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-216,Tank,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,167,Kesim,Dahili Ekip,96,96,37408,37408,Muaf,2025-11-22,2025-11-26,2025-11-22,2025-11-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-216,Tank,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,167,Ön Montaj,Dahili Ekip,143,231,149799,160735,Geçti,2025-11-27,2025-12-10,2025-11-27,2025-12-18,8,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-216,Tank,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,167,Montaj,Dahili Ekip,361,361,187207,187207,Geçti,2025-12-20,2026-01-08,2025-12-20,2026-01-08,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-216,Tank,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,167,Kaynak,Taşeron - Alfa,189,189,75150,75150,Geçti,2026-01-10,2026-01-19,2026-01-10,2026-01-19,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-216,Tank,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,167,Boyama,Taşeron - Beta,480,570,227120,233260,Muaf,2026-01-20,2026-02-09,2026-01-20,2026-02-19,10,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-216,Tank,Yerel Tedarikçi A.Ş.,Açık Saha Donatım,167,Donatım,Taşeron - Alfa,162,162,162324,162324,Muaf,2026-02-21,2026-03-11,2026-02-21,2026-03-11,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-217,Üst Bina,Kardemir,Kuru Havuz A,169,Kesim,Dahili Ekip,66,174,38532,50394,Kaldı - Yeniden İşlem,2025-12-07,2025-12-10,2025-12-07,2025-12-19,9,İşgücü Yetersizliği,Tamamlandı,100
NB-502 (Römorkör),BLK-217,Üst Bina,Kardemir,Kuru Havuz A,169,Ön Montaj,Taşeron - Alfa,266,296,199082,200322,Geçti,2025-12-20,2026-01-08,2025-12-20,2026-01-10,2,Ekipman/Vinç Arızası,Tamamlandı,100
NB-502 (Römorkör),BLK-217,Üst Bina,Kardemir,Kuru Havuz A,169,Montaj,Taşeron - Beta,234,330,222066,225084,Geçti,2026-01-12,2026-01-30,2026-01-12,2026-02-05,6,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-217,Üst Bina,Kardemir,Kuru Havuz A,169,Kaynak,Taşeron - Beta,112,176,73346,78534,Kaldı - Yeniden İşlem,2026-02-07,2026-02-14,2026-02-07,2026-02-18,4,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-217,Üst Bina,Kardemir,Kuru Havuz A,169,Boyama,Taşeron - Beta,391,391,229840,229840,Muaf,2026-02-19,2026-03-08,2026-02-19,2026-03-08,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-217,Üst Bina,Kardemir,Kuru Havuz A,169,Donatım,Taşeron - Beta,272,272,135200,135200,Muaf,2026-03-09,2026-03-25,2026-03-09,2026-03-25,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-218,Tank,ThyssenKrupp,Kuru Havuz B,64,Kesim,Taşeron - Beta,65,257,25280,35744,Geçti,2025-11-19,2025-11-24,2025-11-19,2025-12-06,12,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-218,Tank,ThyssenKrupp,Kuru Havuz B,64,Ön Montaj,Taşeron - Omega,209,209,93632,93632,Geçti,2025-12-08,2025-12-27,2025-12-08,2025-12-27,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-218,Tank,ThyssenKrupp,Kuru Havuz B,64,Montaj,Taşeron - Beta,126,126,54656,54656,Geçti,2025-12-29,2026-01-12,2025-12-29,2026-01-12,0,Yok,Tamamlandı,100
